title,rating
Laerte-se,6.9
Lalbaug Parel: Zali Mumbai Sonyachi,7.2
Larceny,3.5
Larry Charles' Dangerous World of Comedy,7.3
Larva Island,6.3
Las Muñecas de la Mafia (II),8.0
Last Breath,7.7
Last Chance U,8.5
Last Hope,5.8
Last Will,4.5
Late Night,6.5
Latte & the Magic Waterstone,5.6
Lavell Crawford: Can a Brother Get Some Love,7.0
Lawrence of Arabia,8.3
Layla M.,6.7
Le Coup de Foudre,8.2
Le serment des Hitler,6.1
League of Legends Origins,6.5
Learning Time with Timmy,6.0
Legal High,7.1
Legal V: Ex-lawyer Shoko Takanashi,5.2
Legally Blonde,6.3
Legend Quest,7.3
Legend Quest: Masters of Myth,8.0
Legend of the Blue Sea,8.1
Lego Bionicle: The Journey to One,6.9
Lego Elves: Secrets of Elvendale,6.7
Lego Friends,6.7
Lego Friends: The Power of Friendship,5.9
Lego House: Home of the Brick,6.5
Lego Marvel Super Heroes: Maximum Overload,6.5
Lego: City,5.2
Leila,4.9
Lenox Hill,8.8
Lens,6.8
Leslie Jones: Time Machine,5.1
Let It Fall: Los Angeles 1982-1992,7.8
Let It Snow,5.8
Let's Be Evil,4.2
Let's Dance,5.9
Let's Eat,7.7
Lethal Seduction,5.1
Leve Boerenliefde,4.7
Levius,7.0
Leyla and Mecnun,9.1
Life,7.5
Life Itself,7.8
Life Overtakes Me,6.5
Life Unexpected,7.9
Life in Our Universe,7.6
Life of Ryan: Caretaker Manager,7.3
Life's Too Short,7.5
Life's a Breeze,6.3
Lift Me Up,5.7
Light in the Dark,6.2
Like Cotton Twines,7.3
Like Father,6.1
Lilo & Stitch,7.2
Lilyhammer,7.6
Limitless,7.7
Limonata,7.5
Line of Duty,8.7
Lionheart,5.6
Liss Pereira: Reteniendo Liquidos,6.5
Little Boxes,5.9
Little Britain,7.6
Little Einsteins,6.3
Little Evil,5.7
Little Hope Was Arson,6.6
Little Miss Sumo,6.6
Little Singham,3.7
Little Things,8.2
Little Town of Bethlehem,7.4
Little Witch Academia,8.1
Little Witch Academia: The Enchanted Parade,7.3
Littlest Pet Shop: A World of Our Own,6.4
Live,8.4
"Live Twice, Love Once",7.2
Live Up to Your Name,7.7
Live at the Foxes Den,4.9
Live by Night,6.4
Living Undocumented,6.0
Living Will...,4.5
Living in Bondage: Breaking Free,5.4
Living with Yourself,7.5
Llama Llama,6.3
Loaded,6.5
Locke,7.1
Locke & Key,7.5
Loev,5.8
LoliRock,7.1
Lone Survivor,7.5
Long Live Brij Mohan,6.8
Long Nights Short Mornings,5.4
Long Shot,7.4
Longmire,8.9
Looking Glass,4.6
Lookout,7.7
Loose Change 9/11: An American Coup,7.2
Lord Put a Ring on It,7.7
Lord of War,7.6
"Lorena, Light-footed Woman",7.1
Los Tiempos de Pablo Escobar,6.7
Los Tigres del Norte at Folsom Prison,6.9
Los días de Ayotzinapa (The 43s),8.1
Losers,7.7
Lost & Found Music Studios,6.8
Lost Bullet,6.2
Lost Girls,6.1
Lost Song,7.1
Lost in Space,7.6
Lostorage incited Wixoss,5.6
Louder Than a Bomb,7.5
Loudon Wainwright III: Surviving Twin,7.1
Louis C.K. 2017,7.6
Love,7.7
Love 101,7.6
Love Aaj Kal,5.0
Love Alarm,7.4
Love Is Blind,6.4
Love Jacked,5.8
Love Life,6.8
Love Per Square Foot,7.2
Love Sick: The Series,7.5
Love Steaks,6.2
Love Wedding Repeat,5.5
Love on the Spectrum,8.6
Love the Way U Lie,5.6
"Love, Death & Robots",8.5
"Love, Surreal and Odd",5.7
Love/Hate,8.5
Lovefucked,6.0
Lovely Horribly,6.4
Lovesick,7.9
Lovestruck: The Musical,6.4
Lu Over the Wall,6.8
Lucas Brothers: On Drugs,5.5
Lucas Lauriente: Todo lo que sería,7.7
Luciano Mellera: Infantiloide,8.3
Lucid Dream,6.1
Lucifer,8.8
Luck,4.8
Lucky Romance,7.1
Lucy,6.4
Ludo,2.8
Lugar de Mulher,4.2
Luis Miguel: The Series,8.1
Luke Cage,7.8
Luna Nera,4.8
Luna Petunia: Return to Amazia,4.5
Lunatics,7.3
Luo Bao Bei,7.3
Lured,7.0
"Lusers, los amigos no se eligen",4.8
Lust Stories,6.5
Luther,8.5
Lynne Koplitz: Hormonal Beast,6.1
Léa & I,6.6
M Cream,5.6
MI-5,6.2
MILF,4.7
Macbeth,6.6
Machhli Jal Ki Rani Hai,2.4
Mad Men,8.6
Mad World,7.3
Madaari,7.6
Madam Secretary,7.6
Made in Bangkok,7.2
Made in China,6.2
Made in Mexico,4.0
Maggie,5.6
Maggie & Bianca: Fashion Friends,6.2
Magi: Sinbad no Bouken,7.6
Magic for Humans,7.6
Magmel of the Sea Blue,6.1
Making Unorthodox,6.7
Making a Murderer,8.3
Making the American Man,5.5
Making the Boys,6.9
Making the Witcher,7.1
Mako Mermaids,8.5
Maktub,7.4
Malena Pichot: Estupidez compleja,5.4
Malevolent,4.8
Malibu Rescue,5.0
Malibu Rescue: The Next Wave,4.5
Mama's Boy,5.9
Man Down,7.6
Man Like Mobeen,7.9
Man Without a Star,6.9
Man to Man,7.7
Manhattan Romance,5.5
Manhunt,7.9
Maniac,7.9
Manson Family Vacation,5.8
Maoyu: Archenemy & Hero,6.9
Maradona in Mexico,7.3
Marauders,5.5
Marc Maron: End Times Fun,6.8
Marc Maron: Thinky Pain,7.4
Marc Maron: Too Real,7.2
Marcella,7.4
Marching Orders,5.9
Marco Polo,8.0
Marco Polo: One Hundred Eyes,7.8
Marfa Girl,5.3
Maria,5.0
Maria Bamford: Old Baby,6.0
Maria Bamford: The Special Special Special!,6.9
Marianne,7.7
Mark Felt: The Man Who Brought Down the White House,6.4
Mark of the Devil,3.2
Marlon,7.0
Marlon Wayans: Woke-ish,6.5
Marmato,7.2
Maroon,5.1
Marriage Contract,7.6
Marriage Story,8.0
Married to Medicine,5.2
Marrying the Mafia 2: Enemy-in-Law,5.9
Mars Attacks!,6.3
Marseille,7.4
"Martin Matte: La vie, la mort... eh la la..!",6.5
Masaba Masaba,7.0
Masameer the Movie,6.0
Mascots,5.7
Maska,5.9
Master of None,8.3
Master of None: Season 1 Electronic Press Kit,8.0
Masters,5.7
Masum,8.5
Mater,4.6
Matt Braunger: Big Dumb Animal,7.4
Mau Nieto: Viviendo sobrio... desde el bar,6.6
Mauricio Meirelles: Generating Chaos,6.6
Maxed Out,7.2
Maximum Conviction,4.8
May the Devil Take You,6.0
Maz Jobrani: Immigrant,6.7
McCullin,8.2
Me Him Her,5.3
Mea Maxima Culpa: Silence in the House of God,8.0
MeatEater,7.9
Medal of Honor,8.4
Medical Police,5.9
Medici,8.1
Meerkat Manor,8.9
Mees Kees op de planken,6.4
Meet the Adebanjos,7.6
Meet the Mormons,6.9
Meeting a Bullet,3.8
Memories of the Alhambra,7.9
Memory Love,8.1
Men at Lunch,6.3
Mercenary,6.4
Mercury 13,6.8
Mercury Rising,6.2
Mercy,4.2
Mercy Black,4.9
Meridian,4.6
Merry Men 2,6.8
Mersal,7.6
Meruhen Medohen,2.6
Message from the King,6.4
Messiah,7.6
Metamorphosis,6.6
Meteor Garden,8.3
Mexico Diseña,5.6
"Michael Bolton's Big, Sexy Valentine's Day Special",6.7
Michael Che Matters,7.1
Michelle Wolf: Joke Show,7.1
Middle School: The Worst Years of My Life,6.1
Middle of Nowhere,6.3
Middleditch & Schwartz,8.8
Midnight Chronicles,3.7
Midnight Diner,8.7
Midnight Diner: Tokyo Stories,8.4
Midnight Misadventures with Mallika Dua,3.1
Midnight in Paris,7.7
Mighty Little Bheem,6.4
Mighty Little Bheem: Diwali,6.5
Mighty Little Bheem: Festival of Colors,6.1
Mike Birbiglia: Thank God for Jokes,7.5
Mike Birbiglia: The New One,7.7
Mike Epps: Don't Take It Personal,4.3
Mike Epps: Only One Mike,4.8
Milada,6.2
Milk?,5.7
Millennials,4.8
Million Dollar Beach House,4.0
Million Pound Menu,6.6
Mind Game,7.8
Mindhorn,6.3
Mindhunter,8.5
Minecraft: Story Mode,5.7
Miraculous: Tales of Ladybug & Cat Noir,7.8
Mirage,7.4
Mirai,7.0
Miranda Sings Live... Your Welcome,5.5
Mirror Mirror,5.6
Misaeng,8.6
Misfire,3.2
Misfit,4.4
Misfits,8.2
Miss Americana,7.4
Miss Fisher's Murder Mysteries,8.3
Miss Hammurabi,7.5
Miss Me This Christmas,4.3
Miss Representation,7.6
Missing 9,6.9
Mission Blue,8.0
Mister Twister: Class of Fun,6.7
Misty,8.2
Mitt,6.9
Mo,6.5
Mo Amer: The Vagabond,7.3
Mo Gilligan: Momentum,6.3
Mob Psycho 100,6.8
Mobile Suit Gundam Unicorn,7.8
Mobile Suit Gundam: Iron-Blooded Orphans,7.8
Modern Family,7.9
Modest Heroes,6.6
Moesha,5.7
Moh Maya Money,5.6
Mohawk,4.5
Mokalik (Mechanic),6.7
Molang,8.5
Moment at Eighteen,7.7
Moms at War,6.3
Monarca,8.0
Money,5.5
Money Flower,6.5
Money Heist,7.9
Money Heist: The Phenomenon,7.5
Money Trap,6.0
Moneyball,7.6
Mongol: The Rise of Genghis Khan,7.2
Monkey Twins,7.8
Mono,6.3
Monogamy,6.5
Monopoly (The Bank of Luck),5.9
Monster Math Squad,4.6
Monthly Girls' Nozaki-kun,7.7
Monty Don's French Gardens,8.0
Monty Don's Italian Gardens,8.3
Monty Python Live (Mostly),7.7
Monty Python and the Holy Grail,8.2
Monty Python's Best Bits (mostly),7.5
Monty Python's Fliegender Zirkus,8.2
Monty Python's Flying Circus,8.8
Monty Python's Flying Circus: Live at Aspen,7.9
Monty Python's Life of Brian,8.1
Monty Python's Personal Best,8.0
Monty Python: Almost the Truth - The Lawyer's Cut,8.1
Monty Python: Before the Flying Circus,7.3
Monty Python: The Meaning of Live,7.6
Moonbeams,8.1
Moonlight,7.4
Moonrise Kingdom,7.8
More Tales of the City,7.9
Morgan Murphy: Irish Goodbye,6.7
Morocco: Love in Times of War,7.7
Morphle,4.8
Morris from America,6.2
Mortel,7.4
Mortified Nation,7.3
Moshe Kasher: Live in Oakland,6.8
Most High,6.6
Mostly Sunny,5.4
Mother,5.6
Mother!,6.6
Motown Magic,7.8
Moving Art,8.5
Moving Art: Deserts,8.5
Moving Art: Flowers,8.4
Moving Art: Forests,8.4
Moving Art: Underwater,8.5
Moving Art: Waterfalls,8.2
Mowgli: Legend of the Jungle,6.5
Mr. Angel,6.7
Mr. Iglesias,7.5
Mr. Peabody & Sherman: A Journey WABAC,7.7
Mr. Roosevelt,6.2
Mr. Sunshine,8.8
Mrs. Serial Killer,4.9
Much Loved,6.2
Mucho Mucho Amor: The Legend of Walter Mercado,7.3
Mudbloods,6.7
Mudbound,7.4
Mujeres Arriba,3.6
Munafik 2,6.3
Muqaddar Ka Faisla,5.3
Murder Mountain,6.9
Murder Mystery,6.0
Murder on the Social Network,5.3
Murder to Mercy: The Cyntoia Brown Story,6.3
"Murder, She Wrote",7.0
Muscle Shoals,7.7
Music Teacher,6.3
Music for Mandela,6.0
Mutants,5.6
Mute,5.4
Mutiny of the Worker Bees,3.9
My Babysitter's a Vampire,7.0
My Beautiful Broken Brain,7.1
My Country: The New Age,8.4
My Dear Prime Minister,6.8
My Dog Is My Guide,3.1
My Fellow Citizens,7.1
My First First Love,6.9
My Friend Rockefeller,6.2
My Golden Life,5.7
My Happy Family,7.4
My Hero Academia,8.5
My Holo Love,7.7
My Hotter Half,3.9
My Husband Oh Jak-doo,5.4
My ID Is Gangnam Beauty,7.5
My Little Pony: Equestria Girls - Friendship Games,6.5
My Little Pony: Equestria Girls - Legend of Everfree,6.5
My Little Pony: Equestria Girls - Rainbow Rocks,6.9
My Little Pony: Equestria Girls Specials,6.4
My Little Pony: Friendship Is Magic,7.6
My Love from Another Star,8.3
My MVP Valentine,6.6
My Mister,9.0
My Name Is Barbra,8.2
My Neighbor Totoro,8.2
My Neighbors the Yamadas,7.2
My Next Guest Needs No Introduction with David Letterman,8.3
My Only Love Song,6.8
My Own Man,6.3
My Perfect Landing,6.9
My Perfect Romance,4.6
My Sassy Girl,7.0
My Secret Romance,7.2
My Secret Terrius,7.4
"My Teacher, My Obsession",4.4
My Way: The Rise and Fall of Silvio Berlusconi,6.3
My Wife Is a Gangster 3,6.4
Mysteria,3.8
Mysterious Island,3.5
Mystery Lab,7.8
Mystery Science Theater 3000,8.5
Mystery Science Theater 3000: The Return,7.6
Mystic Pop-up Bar,8.1
Mythomaniac,7.2
NCIS,7.8
NCIS: Los Angeles,6.7
Na Maloom Afraad,7.6
Nailed It!,7.4
Nailed It! France,6.6
Nailed It! Germany,5.8
Nailed It! Holiday!,7.8
Nailed It! Mexico,6.2
Nailed It! Spain,5.6
Najib Amhali: Alles komt goed,7.2
Najib Amhali: The Best of Najib Amhali,7.2
Naked,5.4
Naked Among Wolves,7.2
Nanking,7.6
Nappily Ever After,6.4
Narcos,8.8
Narcos: Mexico,8.5
Narcoworld: Dope Stories,7.0
Naruto,8.3
Naruto SD: Rock Lee & His Ninja Pals,7.3
Nasha Natasha,6.5
Nashville,7.6
Natale a 5 stelle,4.5
Natalia Valdebenito: Gritona,5.7
Nate Bargatze: The Tennessee Kid,7.6
National Lampoon's Animal House,7.5
Natural Possession: Director's Cut,5.1
Nausicaä of the Valley of the Wind,8.1
Navy Seals vs. Zombies,3.2
Nazi Concentration and Prison Camps,8.2
Neal Brennan: 3 Mics,7.9
Necrópolis,6.6
Neo Yokio,7.1
Neon Genesis Evangelion,8.5
Neon Genesis Evangelion: Death & Rebirth,7.5
Nerdcore Rising,6.7
Nerdland,5.3
Netflix Acquires Seth Rogen,4.9
Netflix Live,7.4
Neurons to Nirvana,7.7
Never Have I Ever,8.1
Neverlake,5.3
New Girl,7.7
New Kids Nitro,6.0
New Kids Turbo,6.4
Newness,6.4
Next Gen,6.6
Next in Fashion,7.2
Nexus,6.7
Nfinity Champions League Cheerleading Event,5.5
NiNoKuni,6.1
Nick Offerman: American Ham,6.7
Nick Thune: Folk Hero,6.6
Nicky Jam: El Ganador,7.8
Nietzsche and the Nazis,7.7
Night Fare,5.5
Night Light,7.0
Night Owls,6.2
Night on Earth,8.0
Night on Earth: Shot in the Dark,7.6
Nightflyers,6.7
Nightworld: Door of Hell,4.4
Nikki Glaser: Bangin',5.9
Nila,6.9
Ninja Hattori Returns,7.7
Nise: The Heart of Madness,7.7
"Nisman. The Prosecutor, the President and the Spy",7.6
Niyazi Gül Dörtnala,4.5
No Estoy Loca,5.5
No Good Nick,5.8
No Time for Shame,5.5
Noah,5.7
Nobel,7.9
Nobody Knows I'm Here,6.5
Nobody Sleeps in the Woods Tonight,5.0
Nobody Speak: Trials of the Free Press,6.5
Nobody's Looking,7.9
Nocturama,6.5
Nohzdyve,7.5
Nor chor,5.5
Noragami,7.9
Norm Macdonald Has a Show,8.7
"Norm Macdonald: Hitler's Dog, Gossip & Trickery",7.3
Northern Rescue,7.6
Notes from Dunblane: Lesson from a School Shooting,5.8
Nothing in Return,6.5
Nothing to Hide,6.8
Nothing to Lose,7.3
Nothing to Lose 2,3.5
Noura's Dream,6.5
Nova,7.4
November 13: Attack on Paris,8.3
Now You See Me,7.3
Now You See Me 2,6.5
Nowhere Man,5.4
Nuestra Lucha Libre,7.3
Numberblocks,8.6
Nur,6.0
O sabor das margaridas,7.1
O21,7.9
OCTB,7.1
Ocean Waves,6.7
Ocean's 8,6.2
October 1,6.6
October Faction,6.8
Odd Squad,6.5
Offering to the Storm,6.2
Office,6.0
Oggy and the Cockroaches,5.9
Oh Baby,6.5
Oh My Ghost,8.0
Oh Yuck!,8.5
"Oh, Hello on Broadway",7.8
Okja,7.3
Olaf's Frozen Adventure,5.5
Oldur Beni Sevgilim,4.4
Omniscient,7.3
On Body and Soul,7.6
On Children,7.3
On My Block,8.2
On My Skin: The Last Seven Days of Stefano Cucchi,7.3
On the Real,8.9
Once Upon a Time,8.0
Once Upon a Time in London,5.9
Once Upon a Time: Evil Reigns Once More,7.4
Onder het Hart,6.1
One Day at a Time,8.5
One More Happy Ending,7.3
One More Time,6.9
One Night Stand,3.1
One Punch Man,8.9
One Spring Night,7.9
One Strange Rock,8.8
One Take,5.5
One in a Billion,6.8
One of Our Dinosaurs Is Missing,6.0
One of Us,7.1
One-Way to Tomorrow,5.7
Only Yesterday,7.6
Only for One Night,4.5
Open Heart,7.1
Open Season 2,5.6
Opening Night,6.2
Operation Avalanche,6.1
Operation Finale,6.6
Operation Ouch!,7.4
Operações Especiais,6.4
Oprah Winfrey Presents: When They See Us Now,7.7
Orange Is the New Black,8.2
Orbiter 9,5.9
Orgasm Inc.,5.9
Oriented,6.6
Orphan Black,8.6
Oscillating Fan for Your Home,6.9
Osmosis,6.3
Ossan's Love,7.6
Other People,6.8
OtherLife,6.3
Otherhood,6.1
Otto no chinpo ga hairanai,6.7
Our Godfather,6.8
Our Lovers,6.7
Our Man Flint,6.5
Our Planet,9.3
Our Planet: Behind the Scenes,8.3
Our Souls at Night,6.9
Oushitsu kyoushi Haine,7.0
"Out of Many, One",5.4
Out of Reach,4.0
Out of the Ashes,7.2
Out of the Furnace,6.8
Outer Banks,8.0
Outlander,8.4
Outlaw King,6.9
Owari no serafu,7.5
Oz The Great and Powerful,6.3
Ozark,8.5
PJ Masks,5.6
Paathi: the Half,6.4
Pac-Man and the Ghostly Adventures,4.9
Pachamama,6.7
Pacific Heat,5.7
Pacíficum,6.6
Paddleton,7.2
Pajanimals,7.1
Palm Trees in the Snow,7.4
Pandalian,6.7
Pandemic: How to Prevent an Outbreak,6.6
Pandora,6.6
Pandora's Promise,7.4
Pants on Fire,5.1
Papa Hemingway in Cuba,6.3
Paquita Salas,8.0
Paradise Beach,4.4
Paradise Lost,7.0
Paradise PD,7.0
Paradox,3.9
Parallels,6.1
Paranoid,5.8
Paranormal Investigation,3.7
Paranormal Survivor,6.3
Parchís: The Documentary,6.7
Pariah,7.2
Paris Is Us,4.6
Park Na-rae: Glamour Warning,4.7
Parked,6.7
Parrot Heads,6.3
Parrot Sketch Not Included: Twenty Years of Monty Python,8.2
Particle Fever,7.4
Party of Five,6.8
Paskal: The Movie,6.8
Pasta,7.7
Pastor Shepherd,4.2
Path,3.7
Patria,7.3
Patrick Maia: Home Office - Um show em casa,6.5
Patriot Act with Hasan Minhaj,8.2
Patton Oswalt: Annihilation,7.2
Patton Oswalt: I Love Everything,6.4
Patton Oswalt: My Weakness Is Strong,7.6
Patton Oswalt: Talking for Clapping,6.8
Paul Hollywood's Big Continental Road Trip,7.6
Peaky Blinders,8.9
Pee-wee's Big Holiday,6.1
Pelican Dreams,6.8
Penny Dreadful,8.5
People Like Us,7.1
People You May Know,5.6
Peppa Pig,6.3
Percentage,5.0
Perdida,5.6
Perfect World,6.9
Perfume,7.1
Period. End of Sentence.,7.4
Persona,6.6
Perú: tesoro escondido,6.1
Pete Davidson: Alive from New York,6.0
Pete Johansson: You Might also Enjoy Pete Johansson,5.2
Peter and the Farm,7.1
Pets United,4.2
Philomena,7.6
Phobia 2,6.7
Pickpockets,5.4
Pierre Jackson,6.2
Pili Fantasy: War of Dragons,7.5
Pine Gap,7.2
Pinky Malinky,6.5
Pirates of the Caribbean: Dead Men Tell No Tales,6.6
Pit Sawat,8.2
Pitaah,6.4
Pixels,5.5
Placebo,7.7
Plan de fuga,5.6
Planes,5.7
Planet of the Apes,8.0
Playing Hard,6.1
Pluk van de petteflet,6.1
Point Blank,5.7
Pokémon,7.6
Pokémon the Movie: Genesect and the Legend Awakened,5.5
Pokémon: Mewtwo Strikes Back - Evolution,5.7
Polar,6.3
Pom Poko,7.3
Pompidou,5.7
Ponyo,7.7
Ponysitters Club,6.9
Pool Party,4.9
Popoz,5.1
Popples,5.8
Porco Rosso,7.7
Pose,8.7
Possessed,6.9
Potato Potahto,4.0
Pottersville,5.3
Power,8.7
Power Rangers Dino Charge,6.5
Power Rangers Megaforce,5.7
Power Rangers Ninja Steel,6.0
Prague,5.8
Pramface,7.7
Prank Encounters,6.4
Precious Cargo,4.6
Preservation,4.7
Preso No. 1,7.2
Pretty Little Liars,7.8
Prey,5.1
Pride and Prejudice,7.0
Prince of Peoria,5.4
Princess Mononoke,8.4
Print the Legend,7.0
Prison Break,8.3
Prison Playbook,8.3
Private Life,7.2
Problem Child: Leslie Jones,5.6
Professor Mack,4.3
Project Mc2 New Years Eve Countdown 2016,8.3
Project Mc²,6.0
Project Power,6.0
Public Enemies,7.0
Puerta 7,5.6
Puffin Rock,8.6
Pulang,6.7
Pup Academy,6.6
Puppy,6.2
Pure as Snow,5.3
Puss in Book: Trapped in an Epic Tale,5.3
Put Your Head on My Shoulder,7.9
Pyaar Ka Punchnama 2,7.3
Q Ball,6.8
QB1: Beyond the Lights,7.8
Quantum Quest: A Cassini Space Odyssey,5.1
Queen Sono,6.6
Queen of Carthage,5.6
Queen of the South,8.2
Queer Eye,8.5
Queer Eye: We're in Japan!,8.3
Quicksand,7.5
Quiet Victory: The Charlie Wedemeyer Story,7.3
Quincy,7.6
R.L. Stine's Monsterville: Cabinet of Souls,5.7
Raat Akeli Hai,7.3
Rabbids Invasion,5.1
Racing Stripes,5.2
Radiant Office,7.0
Radio Rebel,5.9
Radio Romance,6.5
Rafinha Bastos: Ultimato,6.5
Rage of Bahamut: Genesis,7.4
Ragnarok,7.5
Rainbow Ruby,6.0
Raising Dion,7.6
Rajma Chawal,5.8
Rake,8.6
Ralphie May: Unruly,4.7
"Ram Dass, Going Home",7.0
Rampage,6.1
Ranbhool,5.4
Rango,7.2
Rape Zombie: Lust of the Dead 2,3.6
Rape Zombie: Lust of the Dead 3,3.9
Rapture,7.1
Rats,6.5
Rattle the Cage,6.7
Rattlesnake,4.6
Rattlesnakes,5.5
Ravenous,5.9
Ray Donovan,8.3
"Ray Romano: Right Here, Around the Corner",7.2
Rayen Panday: Niet verder vertellen,6.7
Re: Mind,5.0
ReBoot: The Guardian Code,4.0
ReMastered: Devil at the Crossroads,7.0
ReMastered: Massacre at the Stadium,7.3
ReMastered: The Lion's Share,6.9
ReMastered: The Miami Showband Massacre,7.0
ReMastered: The Two Killings of Sam Cooke,7.2
ReMastered: Tricky Dick and the Man in Black,7.2
ReMastered: Who Killed Jam Master Jay?,6.6
ReMastered: Who Shot the Sheriff?,6.9
Rea(l)ove,6.6
Reaction,4.2
Ready to Mingle,5.9
Real,4.9
Real Rob,6.4
Rebirth,5.0
Recall,2.8
Reckoning,6.6
Recovery Boys,6.5
Red Carpet,6.2
Red Istanbul,5.5
Red Riding Hood,5.5
Red Trees,6.3
Redemption,6.2
Refugee,6.6
Reggie Watts: Spatial,6.1
Regiment Diaries,9.0
Regret!,7.1
Reign,7.5
Reipu zonbi: Lust of the dead,3.8
Remember Sunday,6.9
Reply 1988,9.0
Reply 1994,7.9
Reply 1997,8.2
Requiem,6.5
Requiem for the American Dream,8.1
Resident Evil: The Final Chapter,5.5
Residue,6.5
Resistance,7.1
Restaurants on the Edge,6.7
Results,5.4
Resurface,7.0
Retribution,7.0
Return to Sender,5.1
Reunited Worlds,7.4
Revelations,7.3
Revenge,7.0
Revenge of the Electric Car,7.2
Revenge of the Pontianak,5.2
Revenger,5.7
Reversing Roe,7.4
Revisions,6.1
Revolutionary Love,6.9
Revolver Rani,4.5
Rezeta,5.6
Rhyme Time Town,7.7
Rhythm + Flow,7.9
Ricardo Quevedo: Hay gente así,6.5
Ricardo Quevedo: Los Amargados Somos Mas,7.4
Rich Kids,6.0
Rich in Love,5.8
Richie Rich,4.6
Rick and Morty,8.9
Ricky Gervais: Humanity,7.9
Rilakkuma to Kaorusan,8.4
Rim of the World,5.2
Rimba Racer,8.2
Riphagen,7.1
Rise of Empires: Ottoman,8.0
Rise of the Zombie,3.6
Rising High,5.7
Rising Phoenix,8.2
Rita,7.8
River,8.1
River of Darkness,2.1
River's Edge,6.2
"River, El Más Grande Siempre",7.2
Riverdale,7.3
Road to Roma,7.7
Road to Yesterday,6.0
Roadkill,6.2
"Rob Schneider: Asian Momma, Mexican Kids",5.3
Rob Schneider: Soy Sauce and the Holocaust,5.6
Robert Kelly: Live at the Village Underground,7.3
Robot Trains,5.6
Robozuna,6.1
Rocco,5.8
Rock My Heart,6.5
Rocko's Modern Life: Static Cling,7.0
Rocky Handsome,6.8
Rodeo & Juliet,4.7
Rodney Carrington: Here Comes the Truth,4.3
Rodney King,5.7
Roll Red Roll,7.1
Roll with Me,8.6
Rolling Thunder Revue: A Bob Dylan Story by Martin Scorsese,7.6
Roma,7.7
Roman Empire,7.2
Romance Is a Bonus Book,8.1
Romeo and Juliet,5.8
Romina,2.2
"Ron White: If You Quit Listening, I'll Shut Up",6.5
Ronny Chieng: Asian Comedian Destroys America,7.4
Rookie Agent Rouge,6.4
Rookie Historian Goo Hae-Ryung,8.2
Room,4.4
Rooster's Blood,5.3
Root Cause,4.6
Roped,5.2
Rory Scovel Tries Stand-Up for the First Time,6.7
Rosario + Vampire,7.0
Rosario Tijeras,6.1
Roscoe's House of Chicken n Waffles,4.0
Rosemary's Baby,6.7
Rotten,7.2
Roving Mars,7.2
Roxanne Roxanne,6.2
RuPaul's Drag Race,7.9
RuPaul's Drag Race All Stars,8.5
RuPaul's Drag Race Holi-Slay Spectacular,4.8
RuPaul's Drag Race: Untucked!,7.8
RuPaul's Secret Celebrity Drag Race,7.2
Rugal,6.4
Rumble,3.8
Rumble in Hong Kong,3.6
Run with the Wind,8.3
Running Mates,5.8
Running Wild,6.1
Running with the Devil,5.4
Rurouni Kenshin: Reflection,8.2
Rurouni Kenshin: Trust and Betrayal,8.6
Russell Brand from Addiction to Recovery,7.0
Russell Brand: End the Drugs War,7.2
Russell Brand: Re: Birth,6.5
Russell Howard: Recalibrate,7.4
Russell Madness,4.2
Russell Peters Versus the World,5.6
Russell Peters: Almost Famous,6.5
Russell Peters: Notorious,7.1
Russian Doll,7.9
Rust Valley Restorers,7.7
Rust and Bone,7.5
Ryan Hamilton: Happy Face,7.3
S Is for Stanley,7.0
S'parta,6.4
S.T.R.O.N.G.,7.2
SKY Castle,8.7
SOMM,7.0
SSSS.Gridman,7.0
Sab Jholmaal Hai,5.0
Sabotage,5.7
Sabrina,4.2
Sacred Games,8.4
Sadece Sen,7.3
Safe,7.5
Saga of Tanya the Evil,7.7
Sahara,5.6
Saheb Bibi Golaam,6.5
Saiyuki Reload Blast,7.2
Salam - The First ****** Nobel Laureate,7.9
Salem,7.9
Salem: His Sister's Father,3.5
Salt Fat Acid Heat,7.5
Salvation,7.0
Sam Jay: 3 in the Morning,6.0
Sam Kinison: Breaking the Rules,7.3
Sam Kinison: The Scream Continues,6.2
Samantha!,6.8
Samaritan's Purse presents Facing Darkness,7.2
Sameer,5.7
Samir Abu el-Nil,4.3
Samurai Gourmet,8.2
Sand Castle,6.3
Sand Storm,6.8
Sandy Wexler,5.2
Sang Krasue,6.5
Santa Clarita Diet,8.1
Santana,3.9
Sara Kroos: Van jewelste,6.6
Sara's Notebook,5.9
Sarah Silverman: A Speck of Dust,6.8
Satria Heroes: Revenge of the Darkness,3.2
Savage Dog,4.9
Savage Raghda,5.3
Save Me,8.0
Save the Forest,6.9
Saverio Raimondo: Il Satiro Parlante,6.1
Saving Capitalism,6.8
Sawah,6.5
Say Goodnight to the Bad Guys,7.9
Say I Do,7.6
Scams,5.9
Scare Tactics,6.7
Scarface,7.8
Scary Movie V,3.5
Schitt's Creek,8.4
School 2017,7.5
School Life,6.4
Scissor Seven,8.1
Scorpion,7.1
Scream: The TV Series,8.0
Scum's Wish,6.9
Sea People,5.8
Search: WWW,7.9
Sebastian Maniscalco: Stay Hungry,7.1
Sebastian Maniscalco: What's Wrong with People?,8.1
Sebastian Maniscalco: Why Would You Do That?,7.4
Sebastián Marcelo Wainraich,6.2
Second 20s,7.7
Secret City,7.4
